Satisfaction,Age,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Arrival Delay in Minutes,Female,Male,Disloyal Customer,Loyal Customer,Business Travel,Personal Travel,Business,Eco,Eco Plus
1,7,2067,4,4,4,3,2,4,2,2,5,3,4,5,5,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,32,1522,1,0,1,1,3,1,3,3,5,4,2,3,1,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,60,1390,1,1,1,1,4,4,4,2,2,2,2,5,2,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,51,1746,2,4,2,2,5,4,4,5,5,5,5,4,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,46,1851,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,30,3412,3,3,3,3,3,4,5,5,5,5,5,4,5,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,27,2359,2,2,2,2,5,5,5,5,4,3,5,5,5,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,43,1277,1,5,1,1,1,1,4,3,3,1,5,4,3,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,60,3022,0,0,0,2,5,4,5,5,5,4,4,3,5,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,65,3415,2,1,2,3,2,2,2,2,3,3,2,4,2,2,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,45,2289,1,3,2,3,1,2,1,1,2,4,3,1,4,1,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,24,2511,4,0,3,2,2,3,2,2,4,2,2,1,2,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,64,1276,3,4,3,3,5,3,5,5,3,3,4,5,5,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,39,2162,4,4,4,4,3,4,4,4,4,4,4,5,4,5,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,70,971,5,5,5,5,2,5,5,5,5,5,5,5,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,49,2246,4,4,4,2,4,4,2,4,5,3,4,5,4,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,15,1969,4,3,3,3,1,3,3,4,4,4,4,5,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,34,871,3,3,5,3,4,4,5,5,5,5,5,4,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,35,3392,1,1,1,2,1,1,1,1,3,5,4,4,4,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,44,1790,5,5,5,5,5,4,4,5,5,5,5,3,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,8,2491,1,1,1,1,4,4,4,4,4,3,4,4,5,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,41,2857,1,1,1,1,1,3,4,4,4,4,4,1,4,4,7.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,41,1664,2,3,3,3,2,2,2,2,4,4,4,3,3,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,21,1965,5,5,5,2,2,5,2,2,4,3,5,3,5,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,60,56,0,4,0,1,2,5,5,5,5,5,5,5,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,11,1803,4,5,3,2,2,3,2,2,3,4,4,4,5,2,48.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,37,3178,1,1,1,1,5,5,4,4,4,4,4,3,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,39,2519,3,2,2,3,4,2,4,4,5,5,3,4,4,4,25.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,16,2529,5,5,5,4,2,5,2,2,3,5,4,3,5,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,35,3508,2,2,2,2,4,1,5,4,4,4,4,4,4,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,52,2102,0,5,0,1,1,0,1,1,4,4,5,5,5,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,33,1576,3,3,3,1,5,3,5,5,5,3,4,5,4,5,10.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,62,1917,2,3,2,2,5,2,5,5,2,4,5,2,2,5,19.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,36,1734,2,1,2,4,2,2,2,2,1,5,4,3,4,2,57.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,55,2021,1,4,1,2,1,1,1,1,4,4,5,5,5,1,13.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,41,3445,2,2,2,3,1,2,1,1,3,5,3,3,3,1,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,53,3810,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,64,2087,2,5,2,4,5,2,5,5,3,2,5,4,5,5,17.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,59,444,5,5,4,5,5,5,5,4,4,4,4,3,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,43,253,3,3,3,3,1,3,1,5,5,5,5,1,5,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,42,354,5,5,5,5,4,5,3,5,5,5,5,2,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,25,1957,4,2,4,4,5,5,5,5,4,4,5,4,4,5,121.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,38,2561,4,4,4,4,5,5,4,5,5,5,5,3,5,5,21.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,32,2006,4,4,4,5,3,4,3,3,3,3,4,3,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,22,2363,4,5,4,1,5,4,5,5,3,2,5,3,5,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,40,1737,5,1,1,1,5,5,5,5,1,3,4,4,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,20,3687,2,2,2,2,5,5,5,5,3,4,4,4,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,23,1963,4,5,3,4,5,3,5,5,3,3,5,5,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,37,2036,1,1,1,1,4,5,4,5,5,5,5,5,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,45,604,2,2,2,2,4,5,4,4,4,4,4,4,4,5,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,39,2085,0,3,0,4,5,4,5,3,3,3,3,3,3,5,18.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,38,1596,4,3,4,1,1,4,1,1,3,2,2,3,4,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,41,3711,3,3,3,3,5,3,5,5,3,3,4,4,4,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,34,3174,3,3,3,5,3,3,3,3,3,2,4,3,5,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,60,2182,5,5,5,5,3,5,5,5,5,5,5,3,5,5,28.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,64,1819,2,3,5,3,2,2,2,2,2,2,3,4,3,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,42,1654,2,2,2,4,3,2,3,3,4,2,4,5,4,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,14,2471,3,3,3,4,2,3,2,2,3,2,3,4,4,2,104.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,29,2581,2,2,2,4,2,2,2,2,5,5,5,5,5,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,51,1311,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,21,1487,4,0,5,4,4,5,1,4,4,1,4,5,3,4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,58,2831,1,1,1,1,2,5,4,3,3,4,3,5,3,5,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,57,3451,1,1,1,1,5,5,5,5,5,5,5,5,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,40,1463,5,5,5,5,3,4,3,3,4,2,2,2,1,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,50,3057,3,4,4,4,3,3,3,3,2,1,3,5,4,3,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,18,2535,4,4,4,5,2,4,1,2,4,2,4,5,5,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,58,214,3,3,4,3,4,4,4,5,5,5,5,3,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,54,2059,2,1,2,3,4,2,4,4,1,4,4,4,4,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,31,1433,2,2,4,2,4,4,4,4,2,3,4,4,5,4,100.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,52,448,1,1,1,1,4,3,1,5,5,5,5,1,5,4,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,59,2196,1,5,1,2,1,1,1,1,3,4,5,4,4,1,12.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,41,2916,3,3,3,3,5,1,5,4,4,4,4,2,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,34,1983,3,5,1,5,3,3,3,3,3,3,3,2,3,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,39,1778,3,3,3,3,3,5,5,4,4,5,4,3,4,5,15.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,32,2666,5,5,5,5,4,4,4,4,4,5,3,4,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,48,3391,1,1,1,1,5,4,4,5,3,5,4,4,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,24,1919,3,4,3,2,4,3,4,4,3,3,5,1,5,4,66.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,39,2302,1,1,1,2,1,1,1,1,4,5,4,4,4,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,58,4908,2,2,4,2,4,5,5,5,3,5,5,5,5,5,383.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,29,1871,1,4,0,2,3,0,3,3,2,4,5,5,2,3,32.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,22,3624,3,3,3,3,3,3,3,3,3,2,2,4,3,3,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,53,3137,4,4,4,4,4,5,1,4,4,4,4,2,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,35,2346,2,2,2,2,2,2,2,2,3,2,4,4,3,2,32.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,63,2136,3,4,4,4,3,3,3,3,3,3,4,1,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,47,246,2,2,4,2,5,3,3,1,1,2,2,1,1,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,7,1734,5,5,4,5,5,1,3,4,4,5,4,5,4,1,23.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,66,2328,1,1,1,1,3,5,4,4,4,4,4,5,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,36,2009,4,4,3,4,5,4,5,3,3,3,3,5,3,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,59,994,3,1,5,1,4,4,4,3,3,3,3,4,3,1,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,19,2596,4,5,4,3,1,4,1,1,4,5,3,4,5,1,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,51,1909,3,3,3,3,5,4,4,4,4,4,4,5,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,48,893,1,1,1,1,2,4,4,4,4,4,4,4,4,4,69.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,45,1689,4,1,1,1,4,4,4,4,3,2,2,3,4,4,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,40,393,1,2,3,3,5,4,3,1,1,2,1,4,1,4,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,49,1974,4,2,4,4,5,5,5,4,4,4,4,3,4,4,25.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,41,3439,3,3,2,3,5,4,5,4,4,4,4,4,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,58,514,4,1,4,2,5,3,2,2,2,4,2,4,2,1,14.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,48,613,4,2,4,2,5,3,3,4,4,4,4,2,4,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,69,1067,2,5,2,2,1,2,1,1,3,5,5,3,5,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,24,1732,3,3,3,3,5,3,5,5,2,1,3,1,3,5,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,59,648,5,5,3,5,5,5,5,4,4,4,4,5,4,4,26.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,48,2603,2,2,2,2,4,5,4,5,5,5,5,3,5,4,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,43,511,3,3,3,3,4,5,5,3,3,4,3,5,3,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,54,771,2,2,1,2,5,5,5,5,5,5,5,5,5,5,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,30,1629,4,3,3,4,4,3,4,4,2,3,4,3,3,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,58,434,5,5,2,5,5,5,5,5,4,4,3,3,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,53,2801,2,5,2,4,2,2,2,2,4,2,5,5,4,2,31.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,64,607,1,1,1,1,3,5,2,4,4,4,4,2,4,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,62,3144,1,1,1,1,5,4,5,4,4,4,4,5,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,15,1733,4,5,3,2,4,3,3,4,2,2,4,4,3,4,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,42,589,3,3,3,3,3,4,2,2,2,2,2,1,2,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,48,305,5,5,5,5,4,5,5,3,3,4,3,3,3,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,29,1294,1,1,1,1,4,4,4,4,4,3,5,3,4,4,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,49,983,4,1,1,1,4,3,1,4,4,4,4,2,4,2,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,63,1958,2,4,2,3,1,2,1,1,4,2,3,4,5,1,12.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,37,1342,2,0,3,3,5,3,5,5,2,2,1,1,3,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,44,762,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,27,2155,0,0,0,4,3,0,3,3,3,4,5,5,4,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,57,635,1,1,1,1,3,4,4,5,5,5,5,5,5,3,30.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,30,2524,3,3,3,3,2,2,2,2,3,2,5,4,5,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,19,2682,4,1,1,1,4,4,3,4,4,4,3,1,3,4,53.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,25,2059,4,2,4,2,4,4,4,4,2,2,4,2,4,4,17.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,31,2373,5,5,5,5,5,5,5,5,5,5,4,4,5,5,81.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,14,1655,2,5,2,3,4,2,5,4,4,1,1,3,3,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,23,2706,5,1,1,1,5,4,4,5,3,2,2,1,1,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,15,2005,1,1,1,1,4,4,4,4,4,3,4,3,4,4,22.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,38,2523,3,2,2,4,5,2,5,5,4,5,1,3,1,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,34,284,3,3,3,3,5,3,3,3,3,3,3,3,3,4,13.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,30,1359,2,2,2,2,2,2,2,2,1,2,2,5,4,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,35,3247,3,5,5,5,3,3,3,3,3,4,3,4,4,3,37.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,29,2866,0,0,0,3,2,0,2,2,5,3,4,5,4,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,40,3097,4,4,4,4,4,5,5,3,3,3,3,5,3,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,38,2054,2,5,5,5,2,2,2,2,2,3,3,2,4,2,63.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,38,2858,3,3,3,3,5,5,4,4,4,4,4,4,4,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,51,3472,0,5,0,2,4,4,4,5,5,5,5,5,5,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,40,1415,4,2,2,2,4,4,4,4,4,4,3,1,3,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,11,1932,2,5,2,3,2,1,5,3,3,5,5,5,5,5,148.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,42,1479,4,4,4,2,2,4,2,2,5,4,5,5,4,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,58,2373,4,4,5,4,3,4,5,5,5,5,5,4,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,53,645,2,2,2,2,2,5,5,5,5,5,5,4,5,3,35.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,38,3894,5,5,5,5,5,5,5,4,4,4,4,3,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,30,1757,5,2,2,2,5,4,5,5,5,1,2,4,3,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,23,1345,0,5,0,1,4,0,4,4,4,5,4,5,5,4,9.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,50,2253,1,5,5,5,1,1,1,1,3,5,3,4,2,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,37,2364,2,5,1,5,1,2,2,3,2,5,4,2,4,2,226.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,34,1370,2,4,2,1,3,2,3,3,5,4,5,5,5,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,51,1950,4,4,4,4,3,5,4,5,5,5,5,3,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,23,1984,2,0,2,4,4,2,4,4,3,2,2,5,2,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,26,1830,3,0,3,3,2,3,3,2,3,4,5,5,4,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,46,2250,1,1,1,1,2,1,2,2,2,2,2,4,1,2,62.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,26,1714,4,4,4,4,2,5,5,4,4,4,4,5,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,27,2091,2,3,3,3,5,5,3,2,2,2,2,1,2,3,20.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,21,2701,4,0,4,4,4,2,2,5,3,4,5,2,4,2,218.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,64,1294,3,4,3,4,1,3,1,1,4,5,5,1,4,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,49,491,4,1,4,1,5,3,3,4,4,4,4,4,4,2,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,47,1987,4,3,3,3,4,4,4,4,2,4,3,5,2,4,30.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,25,1943,4,5,4,2,5,4,5,5,4,3,4,4,4,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,60,1177,3,3,5,3,4,4,4,4,2,4,5,4,5,4,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,40,1667,4,4,4,4,2,4,5,3,3,3,3,4,3,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,31,2012,3,1,3,4,5,3,2,5,2,5,3,2,3,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,50,2548,4,4,4,4,2,1,4,5,5,5,5,2,5,1,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,16,1469,4,4,4,1,1,4,1,1,5,5,5,4,4,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,20,1397,4,0,5,4,4,5,4,4,5,4,4,3,5,4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,40,2022,3,2,2,2,3,3,3,3,4,1,4,1,3,3,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,29,4727,4,4,4,4,5,5,5,5,3,5,5,3,5,5,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,44,660,3,4,4,4,3,4,3,3,2,1,5,2,3,3,56.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,56,2230,0,4,0,2,2,0,1,2,5,3,4,3,5,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,25,1917,4,4,4,4,5,5,5,5,1,1,4,2,2,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,30,2251,3,3,3,2,2,3,2,2,5,3,4,1,1,2,73.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,7,1405,2,3,2,2,5,5,5,5,4,3,5,5,5,5,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,58,324,2,1,1,1,5,2,3,3,3,2,3,4,3,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,49,1684,5,5,5,4,1,5,1,1,5,3,5,5,4,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,37,1956,2,5,1,3,4,1,4,4,4,5,4,5,5,4,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,42,2271,3,3,3,3,5,3,3,5,5,5,5,5,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,41,2802,1,4,4,4,2,1,2,1,1,1,1,3,1,3,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,38,1469,3,3,3,4,5,3,5,5,4,5,4,4,4,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,26,1299,3,4,3,2,1,3,1,1,5,2,1,4,2,1,34.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,23,1354,2,1,2,3,1,2,2,1,2,1,4,4,3,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,23,1682,5,4,4,4,5,5,4,5,2,3,3,5,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,60,3027,1,1,1,1,5,4,5,5,5,5,5,3,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,30,2783,2,4,3,4,2,2,2,2,2,2,4,3,3,2,9.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,39,1946,1,1,1,2,2,1,2,2,1,5,1,4,1,2,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,30,3362,3,5,3,3,2,2,2,2,4,4,2,3,1,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,46,56,1,1,1,1,4,5,4,5,5,5,4,4,5,3,29.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
